"ST","lat","lon","year","month","TMIN","TMAX","RAIN"
"San Ramón",10.06455,-84.47379,2017,1,16.2548387096774,27.2387096774194,2.6
"San Ramón",10.06455,-84.47379,2017,2,16.3357142857143,29.0714285714286,0.6
"San Ramón",10.06455,-84.47379,2017,3,16.8064516129032,29.441935483871,1.8
"San Ramón",10.06455,-84.47379,2017,4,18.34,30.51,129
"San Ramón",10.06455,-84.47379,2017,5,19.4129032258065,28.4483870967742,489.4
"San Ramón",10.06455,-84.47379,2017,6,19.36,27.5866666666667,228.6
"San Ramón",10.06455,-84.47379,2017,7,19.0967741935484,27.1967741935484,164.2
"San Ramón",10.06455,-84.47379,2017,8,18.841935483871,28.2,174.8
"San Ramón",10.06455,-84.47379,2017,9,18.24,27.8033333333333,402
"San Ramón",10.06455,-84.47379,2017,10,18.4806451612903,26.2903225806452,410
"San Ramón",10.06455,-84.47379,2017,11,17.79,25.4933333333333,74.4
"San Ramón",10.06455,-84.47379,2017,12,16.6193548387097,26.6032258064516,8.4
"San Ramón",10.06455,-84.47379,2018,1,17.2225806451613,25.8935483870968,5.6
"San Ramón",10.06455,-84.47379,2018,2,16.1535714285714,28.1678571428571,1.2
"San Ramón",10.06455,-84.47379,2018,3,17.0193548387097,28.2967741935484,0
"San Ramón",10.06455,-84.47379,2018,4,17.59,28.2266666666667,35.2
"San Ramón",10.06455,-84.47379,2018,5,17.8741935483871,28.5806451612903,286.8
"San Ramón",10.06455,-84.47379,2018,6,18.7833333333333,27.75,95.6
